id,description,calories,protein_grams_per_hundred,carbs_grams_per_hundred,fat_grams_per_hundred
11720416,"Infant formula, liquid concentrate, made with baby water (Similac Isomil Soy)",65,1.58,6.73,3.53
11720417,"Infant formula, powder, made with tap water (Similac Isomil Soy)",65,1.58,6.73,3.53
11720418,"Infant formula, powder, made with plain bottled water (Similac Isomil Soy)",65,1.58,6.73,3.53
11720419,"Infant formula, powder, made with baby water (Similac Isomil Soy)",65,1.58,6.73,3.53
11720430,"Infant formula, NS as to form (Similac Expert Care for Diarrhea)",66,1.76,6.67,3.6
11720431,"Infant formula, ready-to-feed (Similac Expert Care for Diarrhea)",66,1.76,6.67,3.6
11720610,"Infant formula, NS as to form (Gerber Good Start Soy)",66,1.63,7.27,3.35
11720611,"Infant formula, ready-to-feed (Gerber Good Start Soy)",66,1.63,7.27,3.35
11720612,"Infant formula, liquid concentrate, made with water, NFS (Gerber Good Start Soy)",66,1.63,7.27,3.35
11720613,"Infant formula, powder, made with water, NFS (Gerber Good Start Soy)",66,1.63,7.27,3.35
11720614,"Infant formula, liquid concentrate, made with tap water (Gerber Good Start Soy)",66,1.63,7.27,3.35
11720615,"Infant formula, liquid concentrate, made with plain bottled water (Gerber Good Start Soy)",66,1.63,7.27,3.35
11720616,"Infant formula, liquid concentrate, made with baby water (Gerber Good Start Soy)",66,1.63,7.27,3.35
11720617,"Infant formula, powder, made with tap water (Gerber Good Start Soy)",66,1.63,7.27,3.35
11720618,"Infant formula, powder, made with plain bottled water (Gerber Good Start Soy)",66,1.63,7.27,3.35
11720619,"Infant formula, powder, made with baby water (Gerber Good Start Soy)",66,1.63,7.27,3.35
11720620,"Infant formula, NS as to form (Gerber Graduates Soy)",65,1.84,7.15,3.28
11720800,"Infant formula, NS as to form (Store Brand Soy)",65,1.6,6.79,3.51
11720801,"Infant formula, ready-to-feed (Store brand Soy)",65,1.6,6.79,3.51
11720802,"Infant formula, liquid concentrate, made with water, NFS (Store Brand Soy)",65,1.6,6.79,3.51
11720803,"Infant formula, powder, made with water, NFS (Store Brand Soy)",65,1.6,6.79,3.51
11720807,"Infant formula, powder, made with tap water (Store Brand Soy)",65,1.6,6.79,3.51
11720808,"Infant formula, powder, made with plain bottled water (Store Brand Soy)",65,1.6,6.79,3.51
11720809,"Infant formula, powder, made with baby water (Store Brand Soy)",65,1.6,6.79,3.51
11740310,"Infant formula, NS as to form (Enfamil Nutramigen)",64,1.8,6.6,3.36
11740311,"Infant formula, ready-to-feed (Enfamil Nutramigen)",64,1.8,6.6,3.36
11740312,"Infant formula, liquid concentrate, made with water, NFS (Enfamil Nutramigen)",64,1.8,6.6,3.36
11740313,"Infant formula, powder, made with water, NFS (Enfamil Nutramigen)",64,1.8,6.6,3.36
11740320,"Infant formula, NS as to form (PurAmino)",65,1.81,6.6,3.36
11740323,"Infant formula, powder, made with water, NFS (PurAmino)",65,1.81,6.6,3.36
11740400,"Infant formula, NS as to form (Enfamil Pregestimil)",67,1.81,6.83,3.62
11740401,"Infant formula, ready-to-feed (Enfamil Pregestimil)",67,1.81,6.83,3.62
11740403,"Infant formula, powder, made with water, NFS (Enfamil Pregestimil)",67,1.81,6.83,3.62
11740511,"Infant formula, ready-to-feed, low iron (Enfamil Premature 20 Cal)",66,1.97,7.21,3.34
11740521,"Infant formula, ready-to-feed, with iron (Enfamil Premature 20 Cal)",66,1.97,7.21,3.34
11810000,"Milk, dry, not reconstituted, NS as to fat content",362,36.16,51.98,0.77
11811000,"Milk, dry, not reconstituted, whole",496,26.32,38.42,26.71
11812000,"Milk, dry, not reconstituted, low fat (1%)",367,35.8,51.46,1.75
11813000,"Milk, dry, not reconstituted, fat free (skim)",362,36.16,51.98,0.77
11825000,"Whey, sweet, dry",353,12.93,74.46,1.07
11830150,"Cocoa powder, not reconstituted",228,19.6,57.9,13.7
11830160,"Chocolate beverage powder, dry mix, not reconstituted",400,4.55,90.28,2.27
11830165,"Chocolate beverage powder, light, dry mix, not reconstituted",350,9.09,68.31,4.5
11830260,"Milk, malted, dry mix, not reconstituted",372,0,92.96,0
11830400,"Strawberry beverage powder, dry mix, not reconstituted",389,0.1,99.1,0.2
12100100,"Cream, NS as to light, heavy, or half and half",131,3.13,4.3,11.5
12110100,"Cream, light",195,2.96,3.66,19.1
12120100,"Cream, half and half",131,3.13,4.3,11.5
12120106,"Cream, half and half, flavored",130,3.07,4.5,11.28
12120110,"Cream, half and half, fat free",59,2.6,9,1.4
12130100,"Cream, heavy",340,2.84,2.84,36.08
12140000,"Cream, whipped",343,2.67,8.59,33.94
12200100,"Coffee creamer, NFS",136,1,11.38,9.97
12210200,"Coffee creamer, liquid",136,1,11.38,9.97
12210210,"Coffee creamer, liquid, flavored",251,0.69,35.07,13.5
12210260,"Coffee creamer, liquid, fat free",71,0.8,9.1,3.5
12210270,"Coffee creamer, liquid, fat free, flavored",150,0.6,31.72,2.7
12210280,"Coffee creamer, liquid, fat free, sugar free, flavored",71,0.8,9.1,3.5
12210310,"Coffee creamer, liquid, sugar free, flavored",71,0.8,9.1,3.5
12210400,"Coffee creamer, powder",529,2.48,59.29,32.92
12210420,"Coffee creamer, powder, flavored",482,0.68,75.42,21.47
12210430,"Coffee creamer, powder, fat free",431,1.9,73.4,15.7
12210440,"Coffee creamer,powder, fat free, flavored",431,1.9,73.4,15.7
12210505,"Coffee creamer,powder, sugar free, flavored",529,2.48,59.29,32.92
12210520,"Coffee creamer, soy, liquid",136,1,11.38,9.97
12220200,Whipped topping,318,1.25,23.05,25.31
12220270,"Whipped topping, fat free",224,3,23.6,13.1
12220280,"Whipped topping, sugar free",224,3,23.6,13.1
12310100,"Sour cream, regular",198,2.44,4.63,19.35
12310350,"Sour cream, light",136,3.5,7.1,10.6
12310370,"Sour cream, fat free",74,3.1,15.6,0
12320100,"Sour cream, imitation",208,2.4,6.63,19.52
12350010,"Dip, NFS",433,2.24,3.49,45.84
12350200,"Chipotle dip, regular",427,1.69,2.7,45.74
12350205,"Chipotle dip, light",194,1.82,13.2,15.15
12350210,"Dill dip, regular",430,1.92,3.12,45.78
12350215,"Dill dip, light",197,2.04,13.6,15.19
12350220,"Onion dip, regular",346,1.91,3.57,36.27
12350225,"Onion dip, light",165,2,11.88,12.34
12350230,"Ranch dip, regular",433,2.24,3.49,45.84
12350235,"Ranch dip, light",200,2.35,13.95,15.25
12350240,"Spinach dip, regular",345,2.11,3.1,36.33
12350245,"Spinach dip, light",164,2.2,11.42,12.39
12350250,"Vegetable dip, regular",430,1.92,3.12,45.78
12350255,"Vegetable dip, light",197,2.04,13.6,15.19
13110000,"Ice cream, NFS",221,3.57,26.36,11.3
13110100,"Ice cream, vanilla",207,3.5,23.6,11
13110102,"Ice cream, vanilla, with additional ingredients",242,3.67,30.51,11.76
13110110,"Ice cream, chocolate",216,3.8,28.2,11
13110112,"Ice cream, chocolate, with additional ingredients",249,3.93,34.39,11.76
13110200,"Ice cream, soft serve, vanilla",180,4.78,29.46,4.83
13110210,"Ice cream, soft serve, chocolate",187,5,25.7,7.19
13110460,"Gelato, vanilla",249,3.5,22.29,16.2
13110470,"Gelato, chocolate",251,4.72,19.78,16.98
13120050,"Ice cream bar, vanilla",358,2.11,37.12,25.26
13120100,"Ice cream bar, vanilla, chocolate coated",331,4.1,24.5,24.1
13120110,Ice cream candy bar,323,4.4,30.9,20.2
13120140,"Ice cream bar, chocolate",329,4.41,25.17,23.89
13120500,"Ice cream sandwich, vanilla",264,4.28,35.88,11.8
13120510,"Ice cream sandwich, chocolate",270,4.5,39.33,11.8
13120550,Ice cream cookie sandwich,317,4.61,43.35,14.11
13120730,"Ice cream cone, scooped, vanilla",215,3.68,25.82,10.84
13120735,"Ice cream cone, scooped, vanilla, waffle cone",218,3.76,27.16,10.58
13120740,"Ice cream cone, NFS",229,3.75,28.47,11.13
13120770,"Ice cream cone, scooped, chocolate",224,3.97,30.23,10.84
13120775,"Ice cream cone, scooped, chocolate, waffle cone",227,4.04,31.49,10.58
13120782,"Ice cream cone, soft serve, vanilla",189,4.91,31.44,4.91
13120784,"Ice cream cone, soft serve, chocolate",196,5.12,27.83,7.18
13120786,"Ice cream cone, soft serve, vanilla, waffle cone",193,4.96,32.67,4.77
13120788,"Ice cream cone, soft serve, chocolate, waffle cone",200,5.17,29.14,6.99
13120790,"Ice cream cone, vanilla, prepackaged",354,5.21,34.38,21.88
13120792,"Ice cream cone, chocolate, prepackaged",353,5.35,34.62,21.8
13120800,"Ice cream soda, flavors other than chocolate",85,0.92,14.02,2.9
13120810,"Ice cream soda, chocolate",87,1,15.23,2.9
13121000,"Ice cream sundae, NFS",243,3.72,31.92,11.17
13121100,"Ice cream sundae, fruit topping",221,2.74,32.67,9.22
13121120,Banana split,197,2.53,32.53,6.9
13121300,"Ice cream sundae, hot fudge topping",243,3.72,31.92,11.17
13121400,"Ice cream sundae, caramel topping",213,2.97,30.61,9.19
13126000,"Ice cream, fried",282,3.94,32.77,15.16
13130100,"Light ice cream, NFS",174,4.38,25.44,6.14
13130300,"Light ice cream, vanilla",174,4.38,25.44,6.14
13130310,"Light ice cream, chocolate",180,4.27,26.24,6.46
13130700,"Soft serve, blended with candy or cookies, from fast food",176,4,26.18,6.06
13135000,"Light ice cream sandwich, vanilla",239,4.93,37.26,8.15
13135010,"Light ice cream sandwich, chocolate",243,4.85,37.86,8.4
13140000,"Light ice cream bar, vanilla",236,3.23,18.76,16.65
13140100,"Light ice cream bar, vanilla, chocolate coated",236,3.39,19.15,16.62
13140115,"Light ice cream bar, chocolate",240,3.31,19.74,16.86
13140700,Creamsicle,165,1.54,32.75,3.08
13140710,"Creamsicle, light",51,1.1,11.66,0
13140900,Fudgesicle,161,2.56,29.99,3.67
13142100,"Light ice cream cone, vanilla, prepackaged",223,5.41,34.23,7.3
13142110,"Light ice cream cone, chocolate, prepackaged",227,5.32,34.87,7.56
13150000,"Sherbet, all flavors",144,1.1,30.4,2
13161600,"Fudgesicle, light",124,3.67,23.11,1.87
13200110,"Pudding, chocolate, NFS",142,2.09,23.01,4.6
13210110,"Pudding, bread",155,5.63,23.52,4.71
13210280,"Pudding, flavors other than chocolate, NFS",130,1.45,22.6,3.78
13210300,Custard,95,5.11,10.96,3.43
13210350,Flan,174,5.27,28.18,4.83
13210370,Creme brulee,110,4.08,17.87,2.66
13210410,"Pudding, rice",108,3.23,18.39,2.15
13210450,"Firni, Indian pudding",141,3.58,25.17,3.1
13210520,"Pudding, tapioca, made from dry mix",130,1.95,21.69,3.88
13220110,"Pudding, flavors other than chocolate, made from dry mix",104,2.79,19.42,1.76
13220120,"Pudding, chocolate, made from dry mix",112,3.14,20.35,1.98
13220210,"Pudding, flavors other than chocolate, made from dry mix, sugar free",68,3.19,9.56,1.93
13220220,"Pudding, chocolate, made from dry mix, sugar free",74,3.49,10.51,2.02
13230110,"Pudding, flavors other than chocolate, ready-to-eat",130,1.45,22.6,3.78
13230120,"Pudding, flavors other than chocolate, ready-to-eat, sugar free",68,3.19,9.56,1.93
13230130,"Pudding, chocolate, ready-to-eat",142,2.09,23.01,4.6
13230140,"Pudding, chocolate, ready-to-eat, sugar free",74,3.49,10.51,2.02
13230500,"Pudding, tapioca, ready-to-eat",130,1.95,21.69,3.88
13241000,Banana pudding,156,2.68,27.94,4.23
13250000,Mousse,209,4.36,16.25,14.96
13252200,"Milk dessert or milk candy, Puerto Rican style",315,6.84,55.35,7.35
13252500,"Barfi or Burfi, Indian dessert",277,5.41,40.46,11.34
13252590,Trifle,168,3.53,23.24,7.1
13252600,Tiramisu,354,5.9,29.59,24.29
13310000,"Custard pudding, flavor other than chocolate, baby food, NS as to strained or junior",86,1.68,16.79,1.49
13311000,"Custard pudding, baby food, flavor other than chocolate, strained",85,1.6,16,2
13312000,"Custard pudding, baby food, flavor other than chocolate, junior",86,1.76,17.58,0.98
13411000,White sauce or gravy,140,3.81,9.19,9.96
14010000,"Cheese, NFS",368,20.42,5,29.62
14101010,"Cheese, Blue or Roquefort",353,21.4,2.34,28.74
14102010,"Cheese, Brick",371,23.24,2.79,29.68
14103010,"Cheese, Camembert",300,19.8,0.46,24.26
14103020,"Cheese, Brie",334,20.75,0.45,27.68
14104100,"Cheese, Cheddar",408,23.3,2.44,34
14104110,"Cheese, Cheddar, reduced fat",316,27.35,2.67,20.41
14104115,"Cheese, Cheddar, nonfat or fat free",157,32.14,7.14,0
14104200,"Cheese, Colby",394,23.76,2.57,32.11
14104250,"Cheese, Colby Jack",384,24.12,1.62,31.2
14104400,"Cheese, Feta",265,14.21,3.88,21.49
14104600,"Cheese, Fontina",389,25.6,1.55,31.14
14104700,"Cheese, goat",364,21.58,0.12,29.84
14105010,"Cheese, Gouda or Edam",356,24.94,2.22,27.44
14105200,"Cheese, Gruyere",413,29.81,0.36,32.34
14106010,"Cheese, Limburger",327,20.05,0.49,27.25
14106200,"Cheese, Monterey",373,24.48,0.68,30.28
14106500,"Cheese, Monterey, reduced fat",313,28.2,0.7,21.6
14107010,"Cheese, Mozzarella, NFS",298,23.7,4.44,20.4
14107030,"Cheese, Mozzarella, part skim",298,23.7,4.44,20.4
14107040,"Cheese, Mozzarella, reduced sodium",280,27.5,3.1,17.1
14107060,"Cheese, Mozzarella, nonfat or fat free",141,31.7,3.5,0
14107200,"Cheese, Muenster",368,23.41,1.12,30.04
14107250,"Cheese, Muenster, reduced fat",271,24.7,3.5,17.6
14108010,"Cheese, Parmesan, dry grated",421,29.6,12.4,28
14108015,"Cheese, Parmesan, dry grated, reduced fat",396,34.8,26.2,16.5
14108020,"Cheese, Parmesan, hard",421,29.6,12.4,28
14108060,"Cheese, Parmesan, dry grated, fat free",370,40,40,5
14108200,"Cheese, Port du Salut",356,24.94,2.22,27.44
14108400,"Cheese, Provolone",351,25.58,2.14,26.62
14108420,"Cheese, provolone, reduced fat",274,24.7,3.5,17.6
14109010,"Cheese, Swiss",393,27,1.44,31
14109020,"Cheese, Swiss, reduced sodium",374,28.4,3.4,27.4
14109030,"Cheese, Swiss, reduced fat",179,28.4,3.4,5.1
14109040,"Cheese, Swiss, nonfat or fat free",127,28.4,3.4,0
14110010,"Cheese, Cheddar, reduced sodium",398,24.35,1.91,32.62
14120010,"Cheese, Mexican blend",358,23.54,1.75,28.51
14120020,"Cheese, Mexican blend, reduced fat",282,24.69,3.41,19.4
14131000,"Queso Anejo, aged Mexican cheese",373,21.44,4.63,29.98
14131500,Queso Asadero,356,22.6,2.87,28.26
14133000,Queso Fresco,299,18.09,2.98,23.82
14134000,Queso cotija,366,20,3.97,30
14200100,"Cheese, cottage, NFS",84,11,4.31,2.3
14201010,"Cheese, cottage, creamed, large or small curd",98,11.12,3.38,4.3
14201200,"Cottage cheese, farmer's",143,10.49,3.18,9.8
14201500,"Cheese, Ricotta",148,9.6,6,9.46
14202010,"Cheese, cottage, with fruit",76,9.41,4.94,1.96
14202020,"Cheese, cottage, with vegetables",81,9.78,5.63,1.98
14203010,"Cheese, cottage, dry curd",72,10.34,6.66,0.29
14203020,"Cheese, cottage, salted, dry curd",71,10.24,6.59,0.29
14203510,Puerto Rican white cheese,299,18.09,2.98,23.82
14204010,"Cheese, cottage, low fat",84,11,4.31,2.3
14204020,"Cheese, cottage, lowfat, with fruit",82,7.32,9.99,1.54
14206010,"Cheese, cottage, lowfat, low sodium",72,12.4,2.7,1
14207010,"Cheese, cottage, lowfat, lactose reduced",84,11,4.31,2.3
14301010,"Cream cheese, regular, plain",350,6.15,5.52,34.44
14301100,"Cream cheese, regular, flavored",217,7.11,16.39,13.87
14303010,"Cream cheese, light",201,7.85,8.13,15.28
14410100,"Cheese, American and Swiss blends",366,18,5.27,30.6
14410110,"Cheese, American",307,16.09,8.85,23.06
14410120,"Cheese, American, reduced fat",240,17.6,10.6,14.1
14410130,"Cheese, American, nonfat or fat free",126,21.05,10.53,0
14410210,"Cheese, American, reduced sodium",376,22.2,1.6,31.19
14410330,"Cheese spread, American or Cheddar cheese base, reduced fat",176,13.41,10.71,8.88
14410380,"Cream cheese spread, fat free",105,15.69,7.66,1
14410500,"Cheese, processed cheese food",307,16.09,8.85,23.06
14410600,"Cheese, processed, with vegetables",358,14.3,3.91,32.13
14410620,"Cheese,  with wine",307,16.09,8.85,23.06
14420100,"Cheese spread, American or Cheddar cheese base",290,16.41,8.73,21.23
14420160,"Cheese spread, Swiss cheese base",290,16.41,8.73,21.23
14420200,"Cheese spread, cream cheese, regular",295,7.1,3.5,28.6
14420210,"Cheese spread, cream cheese, light",201,7.85,8.13,15.28
14420300,"Cheese spread, pressurized can",290,16.41,8.73,21.23
14502000,Imitation cheese,390,25,1,32
14610200,"Cheese, cottage cheese, with gelatin dessert",80,6.55,8.37,2.32
14610210,"Cheese, cottage cheese, with gelatin dessert and fruit",72,5.11,9.41,1.77
14610250,"Cheese, cottage cheese, with gelatin dessert and vegetables",82,7.71,6.27,2.85
14610520,Cheese ball,426,18.09,5.57,38.06
14620110,Artichoke dip,331,3.65,5.47,33.12
14620115,Spinach and artichoke dip,330,4,4.76,33.21
14620130,Seafood dip,338,5.97,3.89,33.25
14620150,Cheese dip with chili pepper,143,3.14,11.14,9.51
14620200,Cheese dip,160,3.24,7.66,13.02
14620300,Topping from cheese pizza,228,16.86,7.62,14.67
14620310,Topping from vegetable pizza,245,15.59,12.18,15.61
14620320,Topping from meat pizza,321,19.19,5.65,24.52
14620330,Topping from meat and vegetable pizza,299,17.55,7.66,22.03
14630100,Cheese fondue,276,19.31,1.93,21.2
14630200,Cheese souffle,204,9.45,6.29,15.7
14630300,Welsh rarebit,164,7.49,6.33,12.12
14640000,"Cheese sandwich, NFS",285,12.17,32.58,11.61
14640002,"Cheese sandwich, American cheese, on white bread, no spread",285,12.17,32.58,11.61
14640004,"Cheese sandwich, American cheese, on wheat bread, no spread",281,13.33,30.36,11.83
14640006,"Cheese sandwich, American cheese, on whole wheat bread, no spread",281,13.33,30.36,11.83
14640008,"Cheese sandwich, Cheddar cheese, on white bread, no spread",327,15.14,29.95,16.11
14640010,"Cheese sandwich, Cheddar cheese, on wheat bread, no spread",323,16.3,27.72,16.34
14640012,"Cheese sandwich, Cheddar cheese, on whole wheat bread, no spread",323,16.3,27.72,16.34
14640014,"Cheese sandwich, reduced fat American cheese, on white bread, no spread",258,12.79,33.31,7.92
14640016,"Cheese sandwich, reduced fat American cheese, on wheat bread, no spread",254,13.95,31.08,8.14
14640018,"Cheese sandwich, reduced fat American cheese, on whole wheat bread, no spread",254,13.95,31.08,8.14
14640020,"Cheese sandwich, reduced fat Cheddar cheese, on white bread, no spread",289,16.81,30.04,10.52
14640022,"Cheese sandwich, reduced fat Cheddar cheese, on wheat bread, no spread",285,17.97,27.82,10.74
14640024,"Cheese sandwich, reduced fat Cheddar cheese, on whole wheat bread, no spread",285,17.97,27.82,10.74
14640026,"Cheese sandwich, American cheese, on white bread, with mayonnaise",333,10.82,28.72,19.24
14640028,"Cheese sandwich, American cheese, on wheat bread, with mayonnaise",330,11.84,26.77,19.44
14640030,"Cheese sandwich, American cheese, on whole wheat bread, with mayonnaise",330,11.84,26.77,19.44
14640032,"Cheese sandwich, Cheddar cheese, on white bread, with mayonnaise",369,13.43,26.4,23.2
14640034,"Cheese sandwich, Cheddar cheese, on wheat bread, with mayonnaise",366,14.45,24.45,23.4
14640036,"Cheese sandwich, Cheddar cheese, on whole wheat bread, with mayonnaise",366,14.45,24.45,23.4
14640038,"Cheese sandwich, reduced fat American cheese, on white bread, with mayonnaise",309,11.37,29.36,16
14640040,"Cheese sandwich, reduced fat American cheese,, on wheat bread, with mayonnaise",305,12.38,27.4,16.2
